3576,PIT,10:01,EWR,11:35,United Airlines,UA,False,Operated by Republic Airways on behalf of United Airlines,2024-09-18 07:51:12.728359
2413,PIT,10:22,PHL,11:34,American Airlines,AA,False,,2024-09-18 07:51:12.728359
1671,PIT,10:22,DEN,11:53,United Airlines,UA,False,,2024-09-18 07:51:12.728359
4156,PIT,10:25,DTW,11:34,Delta Air Lines,DL,False,Operated by SkyWest Airlines on behalf of Delta Air Lines,2024-09-18 07:51:12.728359
6119,PIT,10:25,IAD,11:33,United Airlines,UA,False,Operated by Mesa Airlines on behalf of United Airlines,2024-09-18 07:51:12.728359
4735,PIT,10:25,DAL,12:10,Southwest Airlines,WN,False,,2024-09-18 07:51:12.728359
4465,PIT,10:27,DCA,11:38,American Airlines,AA,False,Operated by Republic Airways on behalf of American Airlines,2024-09-18 07:51:12.728359
2255,PIT,10:43,CLT,12:14,American Airlines,AA,False,,2024-09-18 07:51:12.728359
5593,PIT,10:46,LGA,12:11,Delta Air Lines,DL,False,Operated by Republic Airways on behalf of Delta Air Lines,2024-09-18 07:51:12.728359
3755,PIT,10:54,MSP,12:11,Delta Air Lines,DL,False,Operated by SkyWest Airlines on behalf of Delta Air Lines,2024-09-18 07:51:12.728359
2187,PIT,11:00,ORD,11:43,United Airlines,UA,False,,2024-09-18 07:51:12.728359
1380,PIT,11:16,ATL,13:02,Delta Air Lines,DL,False,,2024-09-18 07:51:12.728359
5736,PIT,11:35,BOS,13:23,Delta Air Lines,DL,False,Operated by Republic Airways on behalf of Delta Air Lines,2024-09-18 07:51:12.728359
3014,PIT,11:40,ORD,12:23,American Airlines,AA,False,,2024-09-18 07:51:12.728359
3537,PIT,11:50,EWR,13:25,United Airlines,UA,False,Operated by Republic Airways on behalf of United Airlines,2024-09-18 07:51:12.728359
1583,PIT,11:54,DFW,13:51,American Airlines,AA,False,,2024-09-18 07:51:12.728359
233,PIT,11:59,DUJ,12:54,Southern Airways Express,6G,False,,2024-09-18 07:51:12.728359
1317,PIT,12:00,BNA,12:30,Southwest Airlines,WN,False,,2024-09-18 07:51:12.728359
