Main,3,2024-09-19 16:43:52.137277
First_Class,3,2024-09-19 16:43:52.137277
Alt_Checkpoint,2,2024-09-19 16:43:52.137277
TSA_Pre,4,2024-09-19 16:54:19.849382
Main,6,2024-09-19 16:54:19.849382
First_Class,5,2024-09-19 16:54:19.849382
Alt_Checkpoint,2,2024-09-19 16:54:19.849382
TSA_Pre,1,2024-09-19 17:15:26.870093
Main,8,2024-09-19 17:15:26.870093
First_Class,1,2024-09-19 17:15:26.870093
Alt_Checkpoint,9,2024-09-19 17:15:26.870093
TSA_Pre,1,2024-09-19 17:31:19.202921
Main,8,2024-09-19 17:31:19.202921
First_Class,3,2024-09-19 17:31:19.202921
Alt_Checkpoint,2,2024-09-19 17:31:19.202921
TSA_Pre,1,2024-09-19 17:50:59.672002
Main,5,2024-09-19 17:50:59.672002
First_Class,2,2024-09-19 17:50:59.672002
Alt_Checkpoint,2,2024-09-19 17:50:59.672002
TSA_Pre,4,2024-09-19 18:22:41.621294
Main,8,2024-09-19 18:22:41.621294
First_Class,2,2024-09-19 18:22:41.621294
Alt_Checkpoint,4,2024-09-19 18:22:41.621294
TSA_Pre,5,2024-09-19 18:42:47.787263
Main,6,2024-09-19 18:42:47.787263
First_Class,2,2024-09-19 18:42:47.787263
Alt_Checkpoint,3,2024-09-19 18:42:47.787263
TSA_Pre,5,2024-09-19 18:53:21.587058
Main,2,2024-09-19 18:53:21.587058
First_Class,3,2024-09-19 18:53:21.587058
Alt_Checkpoint,2,2024-09-19 18:53:21.587058
TSA_Pre,6,2024-09-19 19:13:17.645753
Main,7,2024-09-19 19:13:17.645753
First_Class,3,2024-09-19 19:13:17.645753
Alt_Checkpoint,2,2024-09-19 19:13:17.645753
TSA_Pre,8,2024-09-19 19:23:59.513929
Main,8,2024-09-19 19:23:59.513929
First_Class,2,2024-09-19 19:23:59.513929
Alt_Checkpoint,3,2024-09-19 19:23:59.513929
TSA_Pre,11,2024-09-19 19:37:06.750833
Main,12,2024-09-19 19:37:06.750833
First_Class,3,2024-09-19 19:37:06.750833
Alt_Checkpoint,4,2024-09-19 19:37:06.750833
TSA_Pre,11,2024-09-19 19:50:51.748430
Main,13,2024-09-19 19:50:51.748430
First_Class,2,2024-09-19 19:50:51.748430
Alt_Checkpoint,20,2024-09-19 19:50:51.748430
TSA_Pre,10,2024-09-19 20:18:13.094916
Main,12,2024-09-19 20:18:13.094916
First_Class,4,2024-09-19 20:18:13.094916
Alt_Checkpoint,8,2024-09-19 20:18:13.094916
TSA_Pre,11,2024-09-19 20:37:55.490427
Main,12,2024-09-19 20:37:55.490427
First_Class,4,2024-09-19 20:37:55.490427
Alt_Checkpoint,9,2024-09-19 20:37:55.490427
TSA_Pre,10,2024-09-19 20:51:06.149082
Main,13,2024-09-19 20:51:06.149082
First_Class,2,2024-09-19 20:51:06.149082
Alt_Checkpoint,4,2024-09-19 20:51:06.149082
TSA_Pre,7,2024-09-19 21:15:50.400307
Main,13,2024-09-19 21:15:50.400307
First_Class,3,2024-09-19 21:15:50.400307
Alt_Checkpoint,8,2024-09-19 21:15:50.400307
TSA_Pre,5,2024-09-19 21:37:21.353244
Main,21,2024-09-19 21:37:21.353244
First_Class,2,2024-09-19 21:37:21.353244
Alt_Checkpoint,5,2024-09-19 21:37:21.353244
TSA_Pre,6,2024-09-19 21:51:01.361806
Main,14,2024-09-19 21:51:01.361806
First_Class,2,2024-09-19 21:51:01.361806
Alt_Checkpoint,20,2024-09-19 21:51:01.361806
TSA_Pre,7.0,2024-09-19 22:15:45.709658
Main,16.0,2024-09-19 22:15:45.709658
First_Class,4.0,2024-09-19 22:15:45.709658
Alt_Checkpoint,,2024-09-19 22:15:45.709658
TSA_Pre,3.0,2024-09-19 22:38:47.506929
Main,9.0,2024-09-19 22:38:47.506929
First_Class,4.0,2024-09-19 22:38:47.506929
Alt_Checkpoint,,2024-09-19 22:38:47.506929
TSA_Pre,1.0,2024-09-19 22:51:02.050232
Main,10.0,2024-09-19 22:51:02.050232
First_Class,1.0,2024-09-19 22:51:02.050232
Alt_Checkpoint,,2024-09-19 22:51:02.050232
TSA_Pre,1.0,2024-09-19 23:17:04.783453
Main,1.0,2024-09-19 23:17:04.783453
First_Class,1.0,2024-09-19 23:17:04.783453
Alt_Checkpoint,,2024-09-19 23:17:04.783453
TSA_Pre,1.0,2024-09-19 23:37:19.835477
Main,1.0,2024-09-19 23:37:19.835477
First_Class,1.0,2024-09-19 23:37:19.835477
Alt_Checkpoint,,2024-09-19 23:37:19.835477
TSA_Pre,1.0,2024-09-19 23:51:12.722334
Main,1.0,2024-09-19 23:51:12.722334
First_Class,1.0,2024-09-19 23:51:12.722334
Alt_Checkpoint,,2024-09-19 23:51:12.722334
TSA_Pre,1.0,2024-09-20 01:57:59.661135
Main,1.0,2024-09-20 01:57:59.661135
First_Class,2.0,2024-09-20 01:57:59.661135
Alt_Checkpoint,,2024-09-20 01:57:59.661135
TSA_Pre,1.0,2024-09-20 02:34:48.143465
Main,1.0,2024-09-20 02:34:48.143465
First_Class,1.0,2024-09-20 02:34:48.143465
Alt_Checkpoint,,2024-09-20 02:34:48.143465
TSA_Pre,1.0,2024-09-20 03:01:32.343175
Main,1.0,2024-09-20 03:01:32.343175
First_Class,1.0,2024-09-20 03:01:32.343175
Alt_Checkpoint,,2024-09-20 03:01:32.343175
TSA_Pre,1.0,2024-09-20 03:32:13.326052
Main,1.0,2024-09-20 03:32:13.326052
First_Class,1.0,2024-09-20 03:32:13.326052
Alt_Checkpoint,,2024-09-20 03:32:13.326052
TSA_Pre,1.0,2024-09-20 03:51:04.742393
Main,1.0,2024-09-20 03:51:04.742393
First_Class,1.0,2024-09-20 03:51:04.742393
Alt_Checkpoint,,2024-09-20 03:51:04.742393
TSA_Pre,1.0,2024-09-20 04:20:19.698926
Main,1.0,2024-09-20 04:20:19.698926
First_Class,1.0,2024-09-20 04:20:19.698926
Alt_Checkpoint,,2024-09-20 04:20:19.698926
TSA_Pre,1.0,2024-09-20 04:41:08.212558
Main,1.0,2024-09-20 04:41:08.212558
First_Class,1.0,2024-09-20 04:41:08.212558
Alt_Checkpoint,,2024-09-20 04:41:08.212558
TSA_Pre,1.0,2024-09-20 04:51:48.386289
Main,1.0,2024-09-20 04:51:48.386289
First_Class,1.0,2024-09-20 04:51:48.386289
Alt_Checkpoint,,2024-09-20 04:51:48.386289
TSA_Pre,1.0,2024-09-20 05:16:51.133600
Main,1.0,2024-09-20 05:16:51.133600
First_Class,1.0,2024-09-20 05:16:51.133600
Alt_Checkpoint,,2024-09-20 05:16:51.133600
TSA_Pre,1.0,2024-09-20 05:39:12.371614
Main,1.0,2024-09-20 05:39:12.371614
